,country,cases,deaths,recovered,active,population,lat,long
1759,USA,0,,,0,6628.0,40.2107995,-94.4104265
1760,USA,0,,,0,9914.0,40.112933,-93.562986
1761,USA,0,,,0,8414.0,40.3552465,-93.997782
1762,USA,0,,,0,9509.0,37.937655,-93.31965100000001
1763,USA,0,,,0,4404.0,40.063089,-95.271813
1764,USA,0,,,0,10137.0,39.155721500000006,-92.68724549999999
1765,USA,0,,,0,40076.0,36.777339500000004,-91.88801099999999
1766,USA,0,,,0,10177.0,37.505462,-90.8450445
1767,USA,0,,,0,224347.0,38.2526855,-90.516425
1768,USA,0,,,0,3947.0,40.126090999999995,-92.1479285
1769,USA,0,,,0,35713.0,37.68434,-92.554389
1770,USA,0,,,0,32598.0,39.100752500000006,-93.795704
1771,USA,0,,,0,38359.0,37.1064545,-93.8339175
1772,USA,0,,,0,9855.0,40.101244,-91.694102
1773,USA,0,,,0,57686.0,39.049049,-90.9649285
1774,USA,0,,,0,12037.0,39.868643,-93.1061425
1775,USA,0,,,0,15146.0,39.7895065,-93.511778
1776,USA,0,,,0,15153.0,39.8213225,-92.572901
1777,USA,0,,,0,12188.0,37.477866,-90.3441325
1778,USA,0,,,0,8769.0,38.151646500000005,-91.9141635
1779,USA,0,,,0,28592.0,39.8029395,-91.5767125
1780,USA,0,,,0,23078.0,36.6325735,-94.342726
1781,USA,0,,,0,3641.0,40.422234499999995,-93.57070350000001
1782,USA,0,,,0,25336.0,38.223648,-92.438629
1783,USA,0,,,0,13336.0,36.818481,-89.309326
1784,USA,0,,,0,16121.0,38.6749565,-92.6115875
1785,USA,0,,,0,8664.0,39.500363,-92.010981
1786,USA,0,,,0,11534.0,38.9123675,-91.45370150000001
1787,USA,0,,,0,20358.0,38.4398155,-92.85144050000001
1788,USA,0,,,0,17296.0,36.603213000000004,-89.649977
1789,USA,0,,,0,58266.0,36.9023075,-94.3389345
1790,USA,0,,,0,22304.0,40.3523275,-94.9003755
1791,USA,0,,,0,10541.0,36.692918,-91.3971295
1792,USA,0,,,0,13714.0,38.4976155,-91.9180235
1793,USA,0,,,0,9017.0,36.651648,-92.4423435
1794,USA,0,,,0,16272.0,36.213334499999995,-89.7479085
1795,USA,0,,,0,19150.0,37.735890999999995,-89.811355
1796,USA,0,,,0,42542.0,38.724579,-93.281598
1797,USA,0,,,0,44732.0,37.876191,-91.7771415
1798,USA,0,,,0,18504.0,39.3688035,-91.090815
1799,USA,0,,,0,102985.0,39.343225,-94.8518535
1800,USA,0,,,0,32201.0,37.6233195,-93.402811
1801,USA,0,,,0,4757.0,40.46615,-93.019649
1802,USA,0,,,0,10212.0,39.502604,-91.4482395
1803,USA,0,,,0,24763.0,39.4284125,-92.50411899999999
1804,USA,0,,,0,22883.0,39.331012,-93.985489
1805,USA,0,,,0,6254.0,37.327088,-91.024337
1806,USA,0,,,0,13401.0,36.661010499999996,-90.8507795
1807,USA,0,,,0,9395.0,38.023489500000004,-93.78147750000001
1808,USA,0,,,0,66692.0,37.859083,-90.37920550000001
1809,USA,0,,,0,17888.0,37.8987205,-90.19197199999999
1810,USA,0,,,0,22895.0,39.169796000000005,-93.1728005
1811,USA,0,,,0,4599.0,40.470369500000004,-92.533985
1812,USA,0,,,0,4966.0,40.453337,-92.147439
1813,USA,0,,,0,8189.0,37.153294,-91.337637
1814,USA,0,,,0,6050.0,39.779288,-92.0698345
1815,USA,0,,,0,29206.0,36.877403,-89.9717235
1816,USA,0,,,0,31749.0,36.747109,-93.45864399999999
1817,USA,0,,,0,6221.0,40.209759000000005,-93.1112635
1818,USA,0,,,0,55852.0,36.657319,-93.04009649999999
1819,USA,0,,,0,25571.0,37.327084,-91.949803
1820,USA,0,,,0,20528.0,37.849889000000005,-94.33813
1821,USA,0,,,0,34711.0,38.7701535,-91.1885865
1822,USA,0,,,0,24943.0,37.9704415,-90.8699985
1823,USA,0,,,0,13122.0,37.1196785,-90.4449535
1824,USA,0,,,0,39109.0,37.277247499999994,-92.8778745
1825,USA,0,,,0,2040.0,40.4780805,-94.42315649999999
1826,USA,0,,,0,18378.0,37.270599,-92.469739
1827,USA,1,0.0,,1,31192.0,31.4705725,-91.404425
1828,USA,1,0.0,,1,18365.0,33.0827575,-89.641145
1829,USA,3,0.0,,3,31333.0,33.8247305,-90.94476949999999
1830,USA,1,0.0,,1,17171.0,33.906775,-88.9553725
1831,USA,1,0.0,,1,19386.0,33.659271000000004,-88.75751
1832,USA,7,0.0,,7,22628.0,34.255278000000004,-90.6784215
1833,USA,4,0.0,,4,28543.0,31.867576,-90.42352199999999
1834,USA,18,0.0,,18,,,
1835,USA,11,0.0,,11,75036.0,31.1719645,-89.2947915
1836,USA,3,0.0,,3,7788.0,31.465789,-90.8953825
1837,USA,1,0.0,,1,24250.0,30.8662685,-88.64874449999999
1838,USA,2,0.0,,2,21055.0,33.787341999999995,-89.82194150000001
1839,USA,4,1.0,,3,47334.0,30.4111555,-89.506062
1840,USA,15,0.0,,15,206650.0,30.4397985,-89.09352750000001
1841,USA,20,0.0,,20,237085.0,32.3110675,-90.3971595
1842,USA,6,0.0,,6,17622.0,33.127347,-90.0904805
1843,USA,1,0.0,,1,8257.0,33.125997,-90.531764
1844,USA,3,0.0,,3,23517.0,34.275915000000005,-88.3504885
1845,USA,5,0.0,,5,143277.0,30.466091,-88.639257
1846,USA,1,0.0,,1,68461.0,31.6290115,-89.172291
1847,USA,5,0.0,,5,54793.0,34.3576945,-89.483825
1848,USA,2,0.0,,2,12455.0,31.5452165,-90.10206550000001
1849,USA,1,0.0,,1,22763.0,32.7540435,-89.523946
1850,USA,6,0.0,,6,85202.0,34.2918565,-88.6834375
1851,USA,8,0.0,,8,,,
1852,USA,4,0.0,,4,34205.0,31.533415,-90.49061
1853,USA,4,0.0,,4,58930.0,33.515948,-88.4600935
1854,USA,9,0.0,,9,105630.0,32.6424515,-90.09002650000001
1855,USA,3,0.0,,3,35451.0,34.745463,-89.4849845
1856,USA,2,0.0,,2,35564.0,33.8697745,-88.46188149999999
1857,USA,1,0.0,,1,10023.0,33.481559999999995,-89.583991
1858,USA,2,0.0,,2,49599.0,33.425596,-88.878761
1859,USA,2,0.0,,2,34178.0,34.356989500000005,-89.9590485
1860,USA,10,0.0,,10,55387.0,30.7364495,-89.596482
1861,USA,1,0.0,,1,11931.0,31.1719645,-88.9902575
1862,USA,3,0.0,,3,39563.0,31.174983500000003,-90.40387700000001
1863,USA,1,0.0,,1,31833.0,34.2266515,-89.035431
1864,USA,7,0.0,,7,153902.0,32.3184555,-89.99076
1865,USA,1,0.0,,1,28287.0,32.4281335,-89.5533605
1866,USA,1,0.0,,1,26758.0,31.901203999999996,-89.949292
1867,USA,1,0.0,,1,16002.0,32.002205,-89.5238095
1868,USA,2,0.0,,2,25735.0,33.628809000000004,-90.6073865
1869,USA,1,0.0,,1,28759.0,34.66339,-89.955738
1870,USA,7,0.0,,7,21995.0,34.796170000000004,-88.903141
1871,USA,2,0.0,,2,9944.0,34.6578765,-90.393536
1872,USA,1,0.0,,1,28606.0,34.481503000000004,-88.99088950000001
1873,USA,2,0.0,,2,14465.0,31.175763,-90.0483265
1874,USA,3,0.0,,3,45063.0,33.269039,-90.9574655
1875,USA,1,0.0,,1,9788.0,33.599618,-89.2628375
1876,USA,3,0.0,,3,8792.0,31.185153999999997,-91.3482055
1877,USA,2,0.0,,2,18165.0,33.102765500000004,-89.0659725
1878,USA,1,0.0,,1,28248.0,32.7646645,-90.3628175
1879,USA,0,,,0,36925.0,34.875828000000006,-88.593502
1880,USA,0,,,0,12326.0,31.174263500000002,-90.8215065
1881,USA,0,,,0,8271.0,34.788940999999994,-89.184916
1882,USA,0,,,0,14436.0,33.9419505,-89.323812
1883,USA,0,,,0,9911.0,33.445717,-89.91001800000001
1884,USA,0,,,0,8278.0,33.3210365,-89.27103149999999
1885,USA,0,,,0,9002.0,32.0054585,-90.9812745
1886,USA,0,,,0,15604.0,32.027152,-88.67257049999999
1887,USA,0,,,0,18853.0,31.6152755,-89.577396
1888,USA,0,,,0,182001.0,34.851822,-90.0184165
1889,USA,0,,,0,13586.0,31.216909,-88.63367149999999
1890,USA,0,,,0,1308.0,32.711258,-90.953519
1891,USA,0,,,0,16428.0,32.013138,-89.1165755
1892,USA,0,,,0,7106.0,31.739958,-91.0509055
1893,USA,0,,,0,11234.0,31.5823375,-89.7814355
1894,USA,0,,,0,10027.0,32.7530165,-88.631183
1895,USA,0,,,0,62447.0,31.208240500000002,-89.5010375
1896,USA,0,,,0,75317.0,32.4011545,-88.652225
1897,USA,0,,,0,28919.0,33.523355,-90.277601
1898,USA,0,,,0,24715.0,31.216824,-89.8472615
1899,USA,0,,,0,29125.0,32.754056,-89.116788
1900,USA,0,,,0,21443.0,32.4002135,-89.1182695
1901,USA,0,,,0,10535.0,33.1071455,-88.558735
1902,USA,0,,,0,25315.0,34.610176,-88.532829
1903,USA,0,,,0,7051.0,34.2916515,-90.292731
1904,USA,0,,,0,4377.0,32.8798235,-90.810748
1905,USA,0,,,0,18717.0,30.7790485,-89.1129895
1906,USA,0,,,0,13987.0,33.9307555,-90.18857
1907,USA,0,,,0,19454.0,34.729424,-88.23168000000001
1908,USA,0,,,0,46176.0,32.3500925,-90.8641865
1909,USA,0,,,0,20298.0,31.663657,-88.696519
1910,USA,0,,,0,12392.0,34.029939500000005,-89.71941899999999
1911,USA,207,1.0,,206,2976149.0,32.59642656,-89.87338261
1912,USA,1,,,1,6085.0,46.30766,-111.4225565
1913,USA,3,,,3,81643.0,47.2611155,-111.341797
1914,USA,2,,,2,102106.0,48.2988765,-113.949347
1915,USA,8,,,8,111876.0,45.3336715,-111.29455149999998
1916,USA,3,,,3,68700.0,47.184233,-112.3316935
1917,USA,1,,,1,8768.0,45.282822499999995,-112.0275815
1918,USA,4,,,4,118791.0,47.116106,-114.050054
1919,USA,1,,,1,43172.0,46.0601695,-114.041255
1920,USA,1,,,1,11059.0,48.2799575,-104.9439585
1921,USA,2,,,2,34993.0,45.904610999999996,-112.6378715
1922,USA,5,,,5,160137.0,45.9782615,-108.1940915
1923,USA,0,,,0,9404.0,45.149514,-112.705168
1924,USA,0,,,0,13338.0,45.5187075,-107.481703
1925,USA,0,,,0,6807.0,48.360516,-108.89391950000001
1926,USA,0,,,0,10714.0,45.3190545,-108.963333
1927,USA,0,,,0,1238.0,45.567062,-104.538984
1928,USA,0,,,0,5745.0,47.8609085,-110.47102549999998
1929,USA,0,,,0,11586.0,46.323737,-105.46235700000001
1930,USA,0,,,0,1747.0,48.781403499999996,-105.5626115
1931,USA,0,,,0,8680.0,47.32582,-104.8560375
1932,USA,0,,,0,9131.0,46.0124215,-113.03796899999999
1933,USA,0,,,0,2920.0,46.2834485,-104.474954
1934,USA,0,,,0,11113.0,47.24839,-109.2630165
1935,USA,0,,,0,1268.0,47.414133500000005,-107.02452
1936,USA,0,,,0,13747.0,48.6541455,-113.12626399999999
1937,USA,0,,,0,826.0,46.397746999999995,-109.2167095
1938,USA,0,,,0,3378.0,46.3859075,-113.45245200000001
1939,USA,0,,,0,16347.0,48.5666115,-110.11021699999999
1940,USA,0,,,0,12097.0,46.158687,-112.12890449999999
1941,USA,0,,,0,1952.0,47.044946,-110.267156
1942,USA,0,,,0,30250.0,47.595051500000004,-114.101436
1943,USA,0,,,0,2430.0,48.5653875,-111.075926
1944,USA,0,,,0,19794.0,48.4538305,-115.330964
1945,USA,0,,,0,1675.0,47.595436,-105.812306
1946,USA,0,,,0,1866.0,46.636196999999996,-110.96570349999999
1947,USA,0,,,0,4316.0,47.0969245,-115.0754655
1948,USA,0,,,0,4651.0,46.444194,-108.395508
1949,USA,0,,,0,16736.0,45.592322499999995,-110.4224055
1950,USA,0,,,0,513.0,47.173854,-108.282233
1951,USA,0,,,0,4074.0,48.225328499999996,-108.03544299999999
1952,USA,0,,,0,5972.0,48.2341245,-112.37898249999999
1953,USA,0,,,0,1716.0,45.3911235,-105.630556
1954,USA,0,,,0,6968.0,46.93311,-112.880099
1955,USA,0,,,0,1087.0,46.861096,-105.34527150000001
1956,USA,0,,,0,10913.0,47.745853499999996,-104.638271
1957,USA,0,,,0,9063.0,46.0188375,-106.99184550000001
1958,USA,0,,,0,11844.0,47.682342999999996,-115.11826299999998
1959,USA,0,,,0,3424.0,48.694558,-104.552364
1960,USA,0,,,0,9534.0,45.6497295,-109.453258
1961,USA,0,,,0,3710.0,45.696310499999996,-109.85500049999999
1962,USA,0,,,0,6162.0,47.816303000000005,-112.21269450000001
1963,USA,0,,,0,4853.0,48.6091665,-111.73184850000001
1964,USA,0,,,0,679.0,46.176214,-107.3387635
1965,USA,0,,,0,7437.0,48.3306625,-106.6096155
1966,USA,0,,,0,2236.0,46.4860435,-109.834929
1967,USA,0,,,0,1034.0,47.019576,-104.3259025
1968,USA,31,,,31,1068778.0,46.70905513,-110.04412240000002
1969,USA,0,0.0,,0,90690.0,36.39209,-79.7732505
1970,USA,11,0.0,,11,533670.0,36.078567,-79.789537
1971,USA,1,0.0,,1,166436.0,36.046625,-79.389903
1972,USA,0,0.0,,0,37353.0,35.9112,-81.173576
1973,USA,0,0.0,,0,143351.0,35.713162,-79.80441
1974,USA,1,0.0,,1,123248.0,35.372187,-78.0523115
1975,USA,0,0.0,,0,27109.0,36.4141945,-81.4925705
1976,USA,0,0.0,,0,11161.0,36.4701875,-81.128388
1977,USA,0,0.0,,0,27072.0,36.311232000000004,-76.0432625
1978,USA,0,0.0,,0,10710.0,36.357271000000004,-76.2231965
1979,USA,0,0.0,,0,71948.0,36.399366,-80.7073595
1980,USA,0,0.0,,0,11573.0,36.424152,-76.70138
1981,USA,0,0.0,,0,23659.0,36.392282,-76.94985
1982,USA,0,0.0,,0,19676.0,36.3561295,-77.48302
1983,USA,0,0.0,,0,45467.0,36.403990500000006,-80.2396115
1984,USA,0,0.0,,0,19807.0,36.373663,-78.11093100000001
1985,USA,0,0.0,,0,44582.0,36.353984499999996,-78.394374
1986,USA,1,0.0,,1,60115.0,36.282139,-78.6309765
1987,USA,0,0.0,,0,22698.0,36.391928,-79.33501600000001
1988,USA,0,0.0,,0,39507.0,36.3890455,-78.974278
1989,USA,1,0.0,,1,39639.0,36.31698,-76.2753735
1990,USA,0,0.0,,0,50574.0,36.255891,-77.618624
1991,USA,0,0.0,,0,68557.0,36.217608,-81.207163
1992,USA,2,0.0,,2,55945.0,36.2509755,-81.686846
1993,USA,0,0.0,,0,13422.0,36.226709,-76.39080600000001
1994,USA,0,0.0,,0,14029.0,36.178765999999996,-76.5666445
1995,USA,0,0.0,,0,17505.0,36.099315000000004,-81.9081385
1996,USA,0,0.0,,0,37543.0,36.165890999999995,-80.65718199999999
1997,USA,0,0.0,,0,36501.0,35.708368,-75.7362335
1998,USA,12,0.0,,12,379099.0,36.117422499999996,-80.2759705
1999,USA,0,0.0,,0,67560.0,36.0419445,-78.2765255
2000,USA,0,0.0,,0,19026.0,36.033835499999995,-77.0036715
2001,USA,5,0.0,,5,146027.0,36.052271000000005,-79.107692
2002,USA,40,0.0,,40,316739.0,36.051318,-78.8573145
2003,USA,0,0.0,,0,94016.0,35.966553000000005,-77.976391
2004,USA,0,0.0,,0,15000.0,35.991779,-82.198442
2005,USA,0,0.0,,0,52005.0,35.915151,-77.585453
2006,USA,0,0.0,,0,82029.0,35.939887,-81.5699525
2007,USA,0,0.0,,0,4131.0,35.7957445,-76.210059
2008,USA,0,0.0,,0,17903.0,35.888507000000004,-82.319283
2009,USA,0,0.0,,0,21763.0,35.8719975,-82.685785
2010,USA,0,0.0,,0,22671.0,35.8664985,-77.084982
2011,USA,40,0.0,,40,1092305.0,35.796786499999996,-78.6249785
2012,USA,1,0.0,,1,42733.0,35.9026525,-80.53646450000001
2013,USA,0,0.0,,0,11859.0,35.840893,-76.6003345
2014,USA,0,0.0,,0,90382.0,35.7791955,-81.675545
2015,USA,1,0.0,,1,166614.0,35.765553499999996,-80.2652875
2016,USA,0,0.0,,0,45507.0,35.7387245,-82.0594425
2017,USA,3,0.0,,3,73139.0,35.6959365,-79.231033
2018,USA,3,0.0,,3,81455.0,35.7253325,-77.926691
2019,USA,0,0.0,,0,259103.0,35.620303,-82.5263415
2020,USA,0,0.0,,0,61971.0,35.5418605,-83.000247
2021,USA,1,0.0,,1,158652.0,35.6878485,-81.2291665
2022,USA,3,0.0,,3,179914.0,35.580453999999996,-77.392609
2023,USA,3,0.0,,3,202675.0,35.537085,-78.386616
2024,USA,0,0.0,,0,14245.0,35.4877375,-83.554631
2025,USA,0,0.0,,0,47079.0,35.477776,-76.83147650000001
2026,USA,0,0.0,,0,5230.0,35.383544,-76.1937185
2027,USA,0,0.0,,0,21012.0,35.500008,-77.6507765
2028,USA,0,0.0,,0,66826.0,35.395423,-81.985972
2029,USA,1,0.0,,1,61452.0,35.467607,-79.16466
2030,USA,0,0.0,,0,97645.0,35.3715965,-81.544688
2031,USA,0,0.0,,0,43327.0,35.26292,-83.1417865
2032,USA,8,0.0,,8,134214.0,35.3876225,-78.876489
2033,USA,0,0.0,,0,8484.0,35.342065999999996,-83.81029699999999
2034,USA,1,0.0,,1,116748.0,35.322029,-82.5033325
2035,USA,2,0.0,,2,98682.0,35.2805435,-79.43270749999999
2036,USA,0,0.0,,0,27271.0,35.324289,-79.898494
2037,USA,0,0.0,,0,62075.0,35.323708,-80.278733
2038,USA,0,0.0,,0,34215.0,35.2252595,-82.815485
2039,USA,0,0.0,,0,20611.0,35.296184999999994,-82.16033449999999
2040,USA,0,0.0,,0,55976.0,35.2174715,-77.6126075
2041,USA,2,0.0,,2,102912.0,35.110855,-77.06331800000001
2042,USA,0,0.0,,0,35285.0,35.162244,-83.42341
2043,USA,4,0.0,,4,28383.0,35.139748499999996,-84.0097475
2044,USA,0,0.0,,0,12670.0,35.1507535,-76.727725
2045,USA,1,0.0,,1,63626.0,34.9345395,-78.3926405
2046,USA,2,0.0,,2,332330.0,35.0502155,-78.8038205
2047,USA,0,0.0,,0,11139.0,35.0712515,-83.7441825
2048,USA,0,0.0,,0,9637.0,35.014189,-77.39021650000001
2049,USA,2,0.0,,2,69524.0,34.832848999999996,-76.600868
2050,USA,9,0.0,,9,235908.0,35.011228499999994,-80.5587175
2051,USA,0,0.0,,0,24877.0,35.008912,-80.0844735
2052,USA,1,0.0,,1,54764.0,35.02319,-79.2469455
2053,USA,0,0.0,,0,58856.0,34.9501105,-77.9257305
2054,USA,0,0.0,,0,44887.0,34.99408,-79.76728299999999
2055,USA,1,0.0,,1,34810.0,34.836764,-79.5119535
2056,USA,1,0.0,,1,197683.0,34.712451,-77.3899735
2057,USA,1,0.0,,1,131831.0,34.626412,-79.133749
2058,USA,0,0.0,,0,33190.0,34.611776500000005,-78.54273149999999
2059,USA,0,0.0,,0,62162.0,34.512526,-77.894035
2060,USA,0,0.0,,0,55655.0,34.213488500000004,-78.6167595
2061,USA,3,0.0,,3,232274.0,34.158285,-77.872919
2062,USA,5,0.0,,5,136744.0,34.1056615,-78.292874
2063,USA,6,0.0,,6,178435.0,35.7732565,-80.90130699999999
2064,USA,2,0.0,,2,141262.0,35.6830585,-80.4771
2065,USA,1,0.0,,1,83770.0,35.484821999999994,-81.24025
2066,USA,66,0.0,,66,1093901.0,35.2583695,-80.804163
2067,USA,4,0.0,,4,211342.0,35.3456055,-80.541589
2068,USA,3,0.0,,3,222846.0,35.284432,-81.1896935
2069,USA,255,,,255,10488084.0,35.24607654,-80.02322978
2070,USA,0,,,0,31589.0,44.6956505,-71.387499
2071,USA,15,,,15,89786.0,43.967535999999996,-71.840804
2072,USA,6,,,6,48779.0,43.883877000000005,-71.2577265
2073,USA,4,,,4,61022.0,43.5248725,-71.4457075
2074,USA,4,,,4,151132.0,43.3101485,-71.66292800000001
2075,USA,1,,,1,43144.0,43.364504,-72.193888
2076,USA,1,,,1,76493.0,42.947098,-72.243029
2077,USA,16,,,16,415247.0,42.9521265,-71.65393900000001
2078,USA,28,,,28,309176.0,43.0058955,-71.0775545
2079,USA,3,,,3,130090.0,43.3267345,-71.0284275
2080,USA,78,,,78,1359711.0,44.00257558,-71.64192282
2081,USA,3,,,3,265429.0,39.509258,-74.6437035
2082,USA,195,,,195,936692.0,40.952146,-74.08225
2083,USA,14,,,14,445384.0,39.8658955,-74.7249495
2084,USA,13,,,13,507078.0,39.800549,-74.93815749999999
2085,USA,1,,,1,92560.0,39.1261435,-74.75671899999999
2086,USA,63,,,63,799767.0,40.7914715,-74.245152
2087,USA,3,,,3,291408.0,39.7016335,-75.159049
2088,USA,55,,,55,676061.0,40.732721999999995,-74.0754045
2089,USA,8,,,8,124714.0,40.5647375,-74.94940150000001
2090,USA,20,,,20,369811.0,40.2808485,-74.7122715
2091,USA,43,,,43,621354.0,40.2778005,-74.2928135
2092,USA,33,,,33,601651.0,39.835446000000005,-74.2922115
2093,USA,38,,,38,503310.0,41.0114805,-74.304839
2094,USA,21,,,21,331164.0,40.566201,-74.59988349999999
2095,USA,2,,,2,140799.0,41.128282,-74.678832
2096,USA,29,,,29,558067.0,40.665566,-74.300027
2097,USA,3,,,3,105779.0,40.8430415,-74.985897
2098,USA,26,,,26,494228.0,40.867803,-74.5802275
2099,USA,64,,,64,829685.0,40.4301305,-74.41841600000001
2100,USA,0,,,0,150972.0,39.373098,-75.135421
2101,USA,0,,,0,62607.0,39.5848515,-75.3107935
2102,USA,634,,,634,8882190.0,40.14601559,-74.71937008
2103,USA,34,,,34,678701.0,35.0441825,-106.67287250000001
2104,USA,0,,,0,3578.0,33.8905975,-108.37936950000001
2105,USA,0,,,0,64689.0,33.3035365,-104.43181650000001
2106,USA,0,,,0,26746.0,34.962954499999995,-108.056425
2107,USA,0,,,0,12110.0,36.607118,-104.6898
2108,USA,0,,,0,49437.0,34.628343,-103.391269
2109,USA,0,,,0,1781.0,34.3873685,-104.419545
2110,USA,4,,,4,217522.0,,
2111,USA,0,,,0,57900.0,32.482735,-104.287189
2112,USA,0,,,0,27346.0,32.5363295,-108.32788149999999
2113,USA,0,,,0,4341.0,34.781542,-104.71889200000001
2114,USA,0,,,0,655.0,35.804241499999996,-103.900548
2115,USA,0,,,0,4240.0,32.054935,-108.62913
2116,USA,1,,,1,69611.0,32.785403499999994,-103.433605
2117,USA,0,,,0,19556.0,33.739603499999994,-105.62941799999999
2118,USA,0,,,0,19101.0,35.864591,-106.295151
2119,USA,0,,,0,23963.0,32.1945665,-107.7633875
2120,USA,2,,,2,72290.0,35.4809265,-108.1766935
2121,USA,0,,,0,4506.0,36.008221,-105.02826950000001
2122,USA,0,,,0,66781.0,32.6956485,-105.6124175
2123,USA,0,,,0,8253.0,35.172340999999996,-103.5854995
2124,USA,0,,,0,39006.0,36.465461,-106.57857849999999
2125,USA,0,,,0,18743.0,34.087657,-103.4965715
2126,USA,1,,,1,125043.0,36.5001625,-108.233549
2127,USA,1,,,1,27591.0,35.4562885,-104.67962750000001
2128,USA,7,,,7,145179.0,35.717501500000004,-106.9356685
2129,USA,10,,,10,150056.0,35.521221999999995,-105.98181699999999
2130,USA,0,,,0,10968.0,33.042749,-107.1705375
2131,USA,2,,,2,16735.0,34.02812,-106.82471000000001
2132,USA,3,,,3,32835.0,36.504515500000004,-105.6394885
2133,USA,0,,,0,15591.0,34.650904,-105.880597
2134,USA,0,,,0,4118.0,36.369753,-103.50554100000001
2135,USA,0,,,0,76456.0,34.6975285,-106.8076935
2136,USA,65,,,65,2096829.0,34.16360002,-106.02383429999999
2137,USA,123,,,123,307117.0,42.613902,-73.9708125
2138,USA,2,,,2,46430.0,42.260023,-78.0160695
2139,USA,3,,,3,191659.0,42.206783,-75.74488000000001
2140,USA,3,,,3,47536.0,42.4702265,-75.5928545
2141,USA,4,,,4,80695.0,44.7202695,-73.680273
2142,USA,5,,,5,59916.0,42.243990999999994,-73.6410765
2143,USA,1,,,1,47823.0,42.599266,-76.0693465
2144,USA,3,,,3,44527.0,42.183063,-74.924986
2145,USA,82,,,82,293718.0,41.7599055,-73.743711
2146,USA,54,,,54,919719.0,42.768297,-78.79997900000001
2147,USA,3,,,3,37300.0,44.145677500000005,-73.8152195
2148,USA,1,,,1,53591.0,43.1359685,-74.4356005
2149,USA,1,,,1,57511.0,42.9981575,-78.184813
2150,USA,2,,,2,47491.0,42.280409999999996,-74.1565635
2151,USA,2,,,2,4434.0,43.667618,-74.457387
2152,USA,4,,,4,61833.0,43.460951,-74.957551
2153,USA,1,,,1,111755.0,44.0357125,-75.906548
2154,USA,2,,,2,63227.0,42.729794,-77.773746
2155,USA,1,,,1,70795.0,42.954504,-75.61647049999999
2156,USA,57,,,57,742474.0,43.154810499999996,-77.684384
2157,USA,3,,,3,49455.0,42.910201,-74.4234035
2158,USA,1900,,,1900,1358343.0,40.7528025,-73.5961185
2159,USA,6,,,6,210433.0,43.197108,-78.767547
2160,USA,9045,,,9045,8398748.0,40.70684,-73.978335
2161,USA,5,,,5,229577.0,43.239274,-75.4779605
2162,USA,29,,,29,461809.0,43.021398,-76.1976955
2163,USA,6,,,6,109864.0,42.808147,-77.28751
2164,USA,247,,,247,381951.0,41.3878105,-74.354217
2165,USA,37,,,37,98892.0,41.4244435,-73.7563255
2166,USA,26,,,26,159442.0,42.7114405,-73.5247755
2167,USA,455,,,455,325695.0,41.160945,-74.0608265
2168,USA,41,,,41,230163.0,43.086732500000004,-73.866721
2169,USA,39,,,39,155350.0,42.834184,-74.0573495
2170,USA,1,,,1,31097.0,42.5922875,-74.438129
2171,USA,1,,,1,108047.0,44.533125,-75.1928715
2172,USA,3,,,3,95796.0,42.289595500000004,-77.35747950000001
2173,USA,1034,,,1034,1481093.0,40.9499955,-72.6766375
2174,USA,16,,,16,75498.0,41.7190175,-74.7567505
2175,USA,1,,,1,48560.0,42.2043415,-76.322135
2176,USA,13,,,13,102793.0,42.4451975,-76.4683765
2177,USA,26,,,26,178599.0,41.878801,-74.34568399999999
2178,USA,1,,,1,64265.0,43.512904999999996,-73.82637249999999
2179,USA,1,,,1,61197.0,43.374883000000004,-73.4390205
2180,USA,3,,,3,90064.0,43.1780745,-77.0391815
2181,USA,1873,,,1873,967612.0,41.122837,-73.7326465
2182,USA,2,,,2,40085.0,42.694677,-78.2215535
2183,USA,15168,,,15168,19453561.0,42.76080525,-75.84097067
2184,USA,0,,,0,76840.0,42.268868,-78.6846965
2185,USA,0,,,0,77145.0,43.0188725,-76.502822
2186,USA,0,,,0,127939.0,42.283974,-79.41146450000001
2187,USA,0,,,0,84254.0,42.146952500000005,-76.7511175
2188,USA,0,,,0,50293.0,44.551286,-74.31795749999999
2189,USA,0,,,0,26447.0,43.8187055,-75.480347
2190,USA,0,,,0,40612.0,43.252562,-78.23101
2191,USA,0,,,0,117898.0,43.431290000000004,-76.186661
2192,USA,0,,,0,59749.0,42.611257,-75.022975
2193,USA,0,,,0,17912.0,42.3902555,-76.863253
2194,USA,0,,,0,34300.0,42.782786,-76.7822575
2195,USA,0,,,0,24841.0,42.611808,-77.1284555
2196,USA,1,,,1,53745.0,40.810381,-82.280962
2197,USA,2,,,2,97493.0,41.7387235,-80.76196
2198,USA,2,,,2,67505.0,40.011338,-80.97014899999999
2199,USA,17,,,17,382378.0,39.441655499999996,-84.5757445
2200,USA,1,,,1,27081.0,40.576935999999996,-81.0912405
2201,USA,1,,,1,134585.0,39.90448,-83.7818345
2202,USA,5,,,5,205466.0,39.0206355,-84.15652800000001
2203,USA,1,,,1,42057.0,39.3961065,-83.791534
2204,USA,2,,,2,102665.0,40.756341,-80.80314
2205,USA,2,,,2,36629.0,40.303628,-81.9059705
2206,USA,125,,,125,1243857.0,41.453196000000005,-81.673017
2207,USA,1,,,1,51323.0,40.135587,-84.61915649999999
2208,USA,2,,,2,38165.0,41.296667,-84.5161775
