,country,cases,deaths,recovered,active,population,lat,long
890,USA,0,,,0,9398.0,31.6208695,-83.2496555
891,USA,0,,,0,70422.0,34.130594,-83.5873665
892,USA,0,,,0,14040.0,33.329018,-83.698549
893,USA,0,,,0,15029.0,31.8201795,-82.63399749999999
894,USA,0,,,0,15430.0,33.037288000000004,-82.44737049999999
895,USA,0,,,0,8683.0,32.780297,-81.9577475
896,USA,0,,,0,9708.0,32.6674315,-82.6956075
897,USA,0,,,0,28616.0,33.0133215,-83.5868665
898,USA,0,,,0,10340.0,31.0167205,-83.084609
899,USA,0,,,0,61497.0,31.823112,-81.47777099999999
900,USA,0,,,0,18998.0,31.7767745,-81.7364155
901,USA,0,,,0,13143.0,32.346552,-84.0462925
902,USA,0,,,0,29650.0,34.136314,-83.189361
903,USA,0,,,0,8351.0,32.3480705,-84.5244235
904,USA,0,,,0,21531.0,33.4833315,-82.471942
905,USA,0,,,0,14340.0,31.497032,-81.42023
906,USA,0,,,0,21068.0,33.0380665,-84.6806535
907,USA,0,,,0,22192.0,31.2604725,-84.252937
908,USA,0,,,0,9193.0,32.151208000000004,-82.5326555
909,USA,0,,,0,18853.0,33.626115999999996,-83.4757045
910,USA,0,,,0,39921.0,34.785758,-84.7607105
911,USA,0,,,0,15054.0,33.8678625,-83.0430625
912,USA,0,,,0,19389.0,31.3663905,-82.207204
913,USA,0,,,0,18634.0,33.0897185,-84.392588
914,USA,0,,,0,11069.0,32.2540355,-83.4533425
915,USA,0,,,0,21809.0,33.3255,-83.3449985
916,USA,0,,,0,2279.0,31.88141,-85.02446850000001
917,USA,0,,,0,16867.0,34.858446,-83.383081
918,USA,0,,,0,5236.0,32.29327,-84.305936
919,USA,0,,,0,13938.0,32.76727,-81.62859949999999
920,USA,0,,,0,8315.0,30.893515999999998,-84.879714
921,USA,0,,,0,26035.0,34.5737745,-83.2816665
922,USA,0,,,0,6199.0,32.0766305,-84.849609
923,USA,0,,,0,6272.0,32.70026,-84.494721
924,USA,0,,,0,1608.0,33.586060499999995,-82.846414
925,USA,0,,,0,25391.0,32.0516215,-81.9972615
926,USA,0,,,0,8039.0,32.5598395,-84.222711
927,USA,0,,,0,15876.0,31.965761999999998,-82.925699
928,USA,0,,,0,44448.0,30.8681835,-83.927226
929,USA,0,,,0,26887.0,32.133452,-82.3325215
930,USA,0,,,0,11852.0,34.891506,-83.7463685
931,USA,0,,,0,6809.0,32.4031975,-82.5630105
932,USA,0,,,0,24001.0,34.8153505,-83.9796175
933,USA,0,,,0,26215.0,32.8448545,-84.3246905
934,USA,0,,,0,69410.0,34.7835435,-85.29226750000001
935,USA,0,,,0,93503.0,33.7633815,-83.7439805
936,USA,0,,,0,35680.0,31.018934,-82.416374
937,USA,0,,,0,5251.0,33.431104,-82.625217
938,USA,0,,,0,20386.0,32.998893,-82.7922495
939,USA,0,,,0,29808.0,31.5772475,-81.8800995
940,USA,0,,,0,2611.0,32.076139500000004,-84.54351700000001
941,USA,0,,,0,7879.0,32.114083,-82.7399635
942,USA,0,,,0,29970.0,34.6523945,-83.745846
943,USA,0,,,0,8812.0,31.988861,-83.3948625
944,USA,0,,,0,9876.0,33.795596999999994,-82.733402
945,USA,0,,,0,9036.0,32.7957135,-83.176978
946,USA,0,0.0,0.0,0,11811.0,43.37904,-96.231903
947,USA,0,0.0,0.0,0,6040.0,43.377934499999995,-95.6248505
948,USA,0,0.0,0.0,0,17153.0,43.378125,-95.1509005
949,USA,0,0.0,0.0,0,9253.0,43.377826500000005,-94.678741
950,USA,5,0.0,0.0,5,13832.0,43.290620000000004,-91.3343975
951,USA,1,0.0,0.0,1,14908.0,43.2041725,-94.206776
952,USA,1,0.0,0.0,1,20029.0,43.291228000000004,-91.842569
953,USA,0,0.0,0.0,0,9187.0,43.356774,-92.317008
954,USA,0,0.0,0.0,0,10518.0,43.3774815,-93.73405600000001
955,USA,0,0.0,0.0,0,10569.0,43.356556,-92.788738
956,USA,0,0.0,0.0,0,7453.0,43.377520000000004,-93.260889
957,USA,1,0.0,0.0,1,34909.0,43.084471,-96.2152855
958,USA,0,0.0,0.0,0,,,
959,USA,0,0.0,0.0,0,16134.0,43.082460499999996,-95.1509525
960,USA,0,0.0,0.0,0,8929.0,43.0815635,-94.678422
961,USA,0,0.0,0.0,0,10712.0,43.081615,-93.7344365
962,USA,2,0.0,0.0,2,42647.0,43.0815435,-93.26135450000001
963,USA,0,0.0,0.0,0,11964.0,43.060272999999995,-92.3176785
964,USA,0,0.0,0.0,0,15761.0,43.0599625,-92.7896775
965,USA,0,0.0,0.0,0,17556.0,42.862813,-91.252655
966,USA,1,0.0,0.0,1,19660.0,42.862425,-91.843484
967,USA,0,0.0,0.0,0,25095.0,42.7348585,-96.24954050000001
968,USA,0,0.0,0.0,0,11321.0,42.7352585,-95.6239795
969,USA,0,0.0,0.0,0,19874.0,42.735103,-95.151036
970,USA,0,0.0,0.0,0,6740.0,42.734271500000006,-94.6787195
971,USA,0,0.0,0.0,0,9547.0,42.77639,-94.2071605
972,USA,0,0.0,0.0,0,12690.0,42.733139,-93.73516550000001
973,USA,0,0.0,0.0,0,24947.0,42.774584000000004,-92.31803000000001
974,USA,0,0.0,0.0,0,10124.0,42.732661,-93.2623145
975,USA,0,0.0,0.0,0,14539.0,42.7317015,-92.7906055
976,USA,4,0.0,0.0,4,96854.0,42.4849805,-90.80400350000001
977,USA,0,0.0,0.0,0,17069.0,42.470802500000005,-91.36929350000001
978,USA,0,0.0,0.0,0,36277.0,42.4271625,-94.187332
979,USA,0,0.0,0.0,0,21199.0,42.4701905,-91.839321
980,USA,3,0.0,0.0,3,132408.0,42.469657500000004,-92.309374
981,USA,1,0.0,0.0,1,102539.0,42.3863465,-96.08385200000001
982,USA,0,0.0,0.0,0,6841.0,42.386337,-95.532089
983,USA,0,0.0,0.0,0,9719.0,42.385717,-95.12235600000001
984,USA,0,0.0,0.0,0,9699.0,42.384735,-94.65600649999999
985,USA,0,0.0,0.0,0,14952.0,42.3837205,-93.717117
986,USA,0,0.0,0.0,0,16868.0,42.383293,-93.2505795
987,USA,0,0.0,0.0,0,12304.0,42.3830385,-92.7803125
988,USA,0,0.0,0.0,0,19432.0,42.207614,-90.526297
989,USA,0,0.0,0.0,0,20744.0,42.121345,-91.1319045
990,USA,4,0.0,0.0,4,225909.0,42.0795655,-91.597321
991,USA,0,0.0,0.0,0,25642.0,42.080457,-92.0649405
992,USA,3,0.0,0.0,3,16904.0,42.07995,-92.53312700000001
993,USA,0,0.0,0.0,0,8679.0,42.039142,-96.015346
994,USA,0,0.0,0.0,0,17158.0,42.0372775,-95.381811
995,USA,1,0.0,0.0,1,20154.0,42.0363995,-94.8607925
996,USA,0,0.0,0.0,0,8981.0,42.0363415,-94.396472
997,USA,0,0.0,0.0,0,26346.0,42.0366695,-93.931368
998,USA,1,0.0,0.0,1,98105.0,42.036025,-93.465056
999,USA,0,0.0,0.0,0,39981.0,42.0362565,-92.99878199999999
1000,USA,0,0.0,0.0,0,46518.0,41.8812165,-90.5192725
1001,USA,0,0.0,0.0,0,18627.0,41.7722715,-91.13241049999999
1002,USA,3,0.0,0.0,3,14134.0,41.6857895,-95.81840150000001
1003,USA,0,0.0,0.0,0,11578.0,41.6840695,-95.29944549999999
1004,USA,0,0.0,0.0,0,5506.0,41.683761,-94.896745
1005,USA,0,0.0,0.0,0,10720.0,41.683339000000004,-94.493116
1006,USA,32,0.0,0.0,32,151260.0,41.6426345,-91.5995785
1007,USA,6,0.0,0.0,6,90180.0,41.683413,-94.035476
1008,USA,0,0.0,0.0,0,16141.0,41.6864235,-92.062612
1009,USA,10,0.0,0.0,10,487204.0,41.6727085,-93.571967
1010,USA,1,0.0,0.0,1,18699.0,41.6857865,-92.5321265
1011,USA,0,0.0,0.0,0,37147.0,41.685464,-93.0525945
1012,USA,1,0.0,0.0,1,173283.0,41.610580999999996,-90.6063115
1013,USA,2,0.0,0.0,2,42929.0,41.4659825,-91.076572
1014,USA,2,0.0,0.0,2,93533.0,41.3330975,-95.58726949999999
1015,USA,0,0.0,0.0,0,12930.0,41.331557000000004,-94.92822
1016,USA,3,0.0,0.0,3,22141.0,41.336486,-91.715019
1017,USA,1,0.0,0.0,1,7063.0,41.330641,-94.471111
1018,USA,0,0.0,0.0,0,10225.0,41.3363685,-92.178783
1019,USA,0,0.0,0.0,0,51056.0,41.3362875,-93.559249
1020,USA,0,0.0,0.0,0,16249.0,41.334263,-94.0154165
1021,USA,0,0.0,0.0,0,22000.0,41.335307,-92.640827
1022,USA,0,0.0,0.0,0,33407.0,41.334590500000004,-93.0991925
1023,USA,0,0.0,0.0,0,11169.0,41.248468,-91.215988
1024,USA,0,0.0,0.0,0,15063.0,41.030674,-95.63391899999999
1025,USA,0,0.0,0.0,0,10003.0,41.030332,-95.1562755
1026,USA,0,0.0,0.0,0,3645.0,41.029005,-94.69953100000001
1027,USA,1,0.0,0.0,1,20067.0,40.9877265,-91.5445425
1028,USA,0,0.0,0.0,0,18381.0,41.031649,-91.94793349999999
1029,USA,0,0.0,0.0,0,12359.0,41.0272985,-94.24248399999999
1030,USA,0,0.0,0.0,0,35205.0,41.030774,-92.4097165
1031,USA,0,0.0,0.0,0,9423.0,41.029533,-93.78567149999999
1032,USA,0,0.0,0.0,0,8645.0,41.029783,-93.3275755
1033,USA,0,0.0,0.0,0,7790.0,41.0298745,-92.86915400000001
1034,USA,0,0.0,0.0,0,39138.0,40.8851955,-91.1757885
1035,USA,0,0.0,0.0,0,6993.0,40.741096999999996,-95.6297625
1036,USA,0,0.0,0.0,0,15249.0,40.738309,-95.149189
1037,USA,0,0.0,0.0,0,6191.0,40.73568,-94.69965400000001
1038,USA,0,0.0,0.0,0,4968.0,40.7351635,-94.24300799999999
1039,USA,0,0.0,0.0,0,7020.0,40.7496675,-91.9482745
1040,USA,0,0.0,0.0,0,9017.0,40.7452865,-92.4090815
1041,USA,0,0.0,0.0,0,7890.0,40.7366415,-93.786016
1042,USA,0,0.0,0.0,0,6401.0,40.7391835,-93.3270975
1043,USA,0,0.0,0.0,0,12437.0,40.74145,-92.867825
1044,USA,0,0.0,0.0,0,34055.0,40.5945225,-91.4156105
1045,USA,90,,,90,3155070.0,41.94023846,-93.38911747
1046,USA,3,0.0,,3,161505.0,47.678798,-116.682741
1047,USA,1,0.0,,1,223499.0,43.5852035,-116.7501815
1048,USA,11,0.0,,11,469966.0,43.459884499999994,-116.24405
1049,USA,21,0.0,,21,22601.0,43.282529499999995,-114.00192949999999
1050,USA,1,0.0,,1,86081.0,42.456196999999996,-114.5194735
1051,USA,2,0.0,,2,46236.0,43.2448975,-112.2977775
1052,USA,1,0.0,,1,39304.0,43.7761065,-111.69102749999999
1053,USA,2,0.0,,2,11640.0,43.7423015,-111.2230055
1054,USA,0,,,0,4250.0,44.855946,-116.4952125
1055,USA,0,,,0,87138.0,42.639468,-112.31326899999999
1056,USA,0,,,0,6050.0,42.300798,-111.3405555
1057,USA,0,,,0,9226.0,47.2183525,-116.68478300000001
1058,USA,0,,,0,7634.0,43.967345,-115.6299
1059,USA,0,,,0,44727.0,48.368808,-116.545502
1060,USA,0,,,0,116854.0,43.3234,-111.7820105
1061,USA,0,,,0,11948.0,48.7508815,-116.5407715
1062,USA,0,,,0,2611.0,43.759305499999996,-113.24649950000001
1063,USA,0,,,0,1127.0,43.5284565,-114.7306415
1064,USA,0,,,0,7060.0,42.719102500000005,-111.596678
1065,USA,0,,,0,23864.0,42.337972,-113.6437515
1066,USA,0,,,0,852.0,44.270728000000005,-112.306375
1067,USA,0,,,0,8758.0,46.60011,-115.525547
1068,USA,0,,,0,4280.0,44.22387,-114.3127115
1069,USA,0,,,0,27259.0,43.4221765,-115.61871299999999
1070,USA,0,,,0,13726.0,42.214087,-111.816775
1071,USA,0,,,0,13168.0,44.319216499999996,-111.601717
1072,USA,0,,,0,17634.0,44.155654,-116.4324805
1073,USA,0,,,0,15196.0,42.9239015,-114.8405915
1074,USA,0,,,0,16513.0,45.888339,-115.5575175
1075,USA,0,,,0,29439.0,43.8407325,-112.161773
1076,USA,0,,,0,24015.0,42.672911,-114.27459950000001
1077,USA,0,,,0,40134.0,46.834525,-116.68455349999999
1078,USA,0,,,0,7961.0,44.9674285,-113.81688100000001
1079,USA,0,,,0,3861.0,46.2311445,-116.3631945
1080,USA,0,,,0,5360.0,42.982269,-114.15430649999999
1081,USA,0,,,0,20825.0,42.859716999999996,-113.67296499999999
1082,USA,0,,,0,40408.0,46.242557,-116.71252549999998
1083,USA,0,,,0,4488.0,42.249807000000004,-112.53573700000001
1084,USA,0,,,0,11693.0,42.8384385,-116.0322455
1085,USA,0,,,0,23551.0,43.972569,-116.7158615
1086,USA,0,,,0,7768.0,42.719296,-112.8116395
1087,USA,0,,,0,12796.0,47.501243,-115.6467825
1088,USA,0,,,0,11041.0,44.6837665,-115.453129
1089,USA,0,,,0,10161.0,44.496301,-116.77139199999999
1090,USA,42,,,42,1787065.0,45.49602738,-114.1270203
1091,USA,0,,,0,,,
1092,USA,0,,,0,,,
1093,USA,0,,,0,,,
1094,USA,0,,,0,65691.0,39.9787775,-91.212524
1095,USA,0,,,0,6060.0,37.152703499999994,-89.325539
1096,USA,0,,,0,16630.0,38.884501,-89.4448145
1097,USA,0,,,0,53577.0,42.323683,-88.822878
1098,USA,0,,,0,6556.0,39.971889000000004,-90.7146235
1099,USA,0,,,0,32993.0,41.3669235,-89.513028
1100,USA,0,,,0,4802.0,39.134271999999996,-90.693794
1101,USA,0,,,0,14312.0,42.0640145,-90.0009245
1102,USA,0,,,0,12260.0,39.9982515,-90.2889695
1103,USA,1,,,1,209983.0,40.139788,-88.19621
1104,USA,0,,,0,32661.0,39.583156,-89.28020450000001
1105,USA,0,,,0,15596.0,39.3224325,-87.77278000000001
1106,USA,0,,,0,13253.0,38.757402500000005,-88.47359449999999
1107,USA,1,,,1,37639.0,38.579451500000005,-89.4227085
1108,USA,0,,,0,50885.0,39.5302215,-88.216126
1109,USA,77,,,77,5180493.0,41.8119505,-87.893711
1110,USA,0,,,0,18807.0,39.014365999999995,-87.731286
1111,USA,1,,,1,10808.0,39.275043,-88.23945649999999
1112,USA,0,,,0,104143.0,41.8909545,-88.765222
1113,USA,0,,,0,15769.0,40.1658715,-88.8618245
1114,USA,0,,,0,19479.0,39.7656955,-88.2051055
1115,USA,5,,,5,928589.0,41.839780499999996,-88.0886665
1116,USA,0,,,0,17360.0,39.679879,-87.750202
1117,USA,0,,,0,6392.0,38.4129205,-88.0448
1118,USA,0,,,0,34208.0,39.063555,-88.583724
1119,USA,0,,,0,21416.0,38.977119,-88.9754655
1120,USA,0,,,0,13264.0,40.6983445,-88.19585749999999
1121,USA,0,,,0,38701.0,37.993596999999994,-88.9411015
1122,USA,0,,,0,34844.0,40.449306,-90.1619825
1123,USA,0,,,0,5058.0,37.744911,-88.20168100000001
1124,USA,0,,,0,13044.0,39.31966,-90.3851795
1125,USA,0,,,0,50972.0,41.2856945,-88.4184245
1126,USA,0,,,0,8163.0,38.081728999999996,-88.5385565
1127,USA,0,,,0,17844.0,40.4161445,-91.2057425
1128,USA,0,,,0,3910.0,37.5007875,-88.2382205
1129,USA,0,,,0,6709.0,40.852598,-90.985311
1130,USA,0,,,0,49090.0,41.366803999999995,-90.147138
1131,USA,0,,,0,27604.0,40.7479615,-87.8288605
1132,USA,0,,,0,57419.0,37.7586175,-89.4158765
1133,USA,0,,,0,9611.0,39.0112015,-88.1538415
1134,USA,0,,,0,37820.0,38.300858000000005,-88.92435
1135,USA,0,,,0,21847.0,39.0926805,-90.37478
1136,USA,0,,,0,21366.0,42.3509385,-90.288092
1137,USA,0,,,0,12456.0,37.44742,-88.8766665
1138,USA,3,,,3,534216.0,41.9369435,-88.41996800000001
1139,USA,0,,,0,110024.0,41.146306,-87.889151
1140,USA,0,,,0,127915.0,41.590843,-88.427859
1141,USA,0,,,0,50112.0,40.9317725,-90.214451
1142,USA,5,,,5,700832.0,42.324290500000004,-87.9794555
1143,USA,0,,,0,109430.0,41.278569,-88.87671999999999
1144,USA,0,,,0,15765.0,38.7103305,-87.70439
1145,USA,0,,,0,34223.0,41.746,-89.28505600000001
1146,USA,0,,,0,35761.0,40.8653895,-88.5831695
1147,USA,0,,,0,28925.0,40.121167,-89.37321800000001
1148,USA,0,,,0,29955.0,40.457768,-90.677631
1149,USA,2,,,2,308570.0,42.3247895,-88.453064
1150,USA,0,,,0,172828.0,40.5192635,-88.86443249999999
1151,USA,0,,,0,104712.0,39.854206500000004,-88.981505
1152,USA,0,,,0,45313.0,39.2609155,-89.9261525
1153,USA,0,,,0,264461.0,38.827599,-89.935464
1154,USA,0,,,0,37620.0,38.6500885,-88.9197765
1155,USA,0,,,0,11534.0,41.0348985,-89.3432225
1156,USA,0,,,0,13565.0,40.2448985,-89.978401
1157,USA,0,,,0,14080.0,37.2011605,-88.7097025
1158,USA,0,,,0,12288.0,40.0313255,-89.78650649999999
1159,USA,0,,,0,15601.0,41.198676500000005,-90.7739785
1160,USA,0,,,0,34335.0,38.304362,-90.136495
1161,USA,0,,,0,28601.0,39.261785499999995,-89.4217495
1162,USA,0,,,0,33976.0,39.698471000000005,-90.26153000000001
1163,USA,0,,,0,14717.0,39.6195935,-88.641607
1164,USA,0,,,0,50923.0,42.045208,-89.313711
1165,USA,1,,,1,180621.0,40.744069,-89.7183555
1166,USA,0,,,0,21174.0,38.084790999999996,-89.356507
1167,USA,0,,,0,16396.0,40.0368775,-88.6031875
1168,USA,0,,,0,15611.0,39.620425,-90.96849250000001
1169,USA,0,,,0,4212.0,37.333513,-88.56138100000001
1170,USA,0,,,0,5463.0,37.2016465,-89.100825
1171,USA,0,,,0,5740.0,41.213095,-89.314386
1172,USA,0,,,0,32106.0,38.013057,-89.89974050000001
1173,USA,0,,,0,15763.0,38.709596999999995,-88.102756
1174,USA,0,,,0,143477.0,41.554974,-90.61659449999999
1175,USA,2,,,2,261059.0,38.43997,-89.9834895
1176,USA,0,,,0,23906.0,37.7534775,-88.54121500000001
1177,USA,3,,,3,195348.0,39.7494185,-89.605988
1178,USA,0,,,0,6907.0,40.1323765,-90.556586
1179,USA,0,,,0,4926.0,39.655126,-90.47332800000001
1180,USA,0,,,0,21741.0,39.434606,-88.8052905
1181,USA,0,,,0,5427.0,41.104095,-89.811954
1182,USA,0,,,0,44753.0,42.3510465,-89.661208
1183,USA,0,,,0,132328.0,40.5337375,-89.59421
1184,USA,0,,,0,16841.0,37.465157500000004,-89.281663
1185,USA,0,,,0,76806.0,40.179863,-87.734241
1186,USA,0,,,0,11549.0,38.402574,-87.8207125
1187,USA,0,,,0,17032.0,40.848296000000005,-90.6145375
1188,USA,0,,,0,13995.0,38.363909,-89.42415749999999
1189,USA,0,,,0,16332.0,38.4308585,-88.42510250000001
1190,USA,0,,,0,13665.0,38.067642,-88.1481
1191,USA,1,,,1,55626.0,41.7573565,-89.938412
1192,USA,1,,,1,692310.0,41.465238,-87.89340899999999
1193,USA,0,,,0,67056.0,37.729957,-88.930214
1194,USA,1,,,1,284081.0,42.325365000000005,-89.170574
1195,USA,1,,,1,38463.0,40.761034499999994,-89.2466125
1196,USA,105,,,105,12671821.0,39.74570721,-89.26887859
1197,USA,0,0.0,,0,43226.0,41.397172,-84.99883299999999
1198,USA,3,0.0,,3,66999.0,40.051774,-86.4677715
1199,USA,2,0.0,,2,193048.0,40.388631,-86.895011
1200,USA,12,1.0,,11,156225.0,39.4900085,-86.101242
1201,USA,1,0.0,,1,205560.0,41.59817,-85.858041
1202,USA,1,0.0,,1,35636.0,40.745404,-84.9379775
1203,USA,1,0.0,,1,47532.0,41.3952975,-85.42342049999999
1204,USA,2,0.0,,2,129641.0,40.1616875,-85.7193405
1205,USA,8,0.0,,8,270771.0,41.596739,-86.29306650000001
1206,USA,0,0.0,,0,44111.0,38.898375,-86.05674499999999
1207,USA,1,0.0,,1,180974.0,37.997159,-87.575276
1208,USA,2,0.0,,2,65936.0,40.515987,-85.6545605
1209,USA,0,0.0,,0,169594.0,41.465348999999996,-87.076004
1210,USA,82,3.0,,79,954670.0,39.779657,-86.132726
1211,USA,18,0.0,,18,330086.0,40.0724955,-86.052323
1212,USA,10,0.0,,10,484411.0,41.436091499999996,-87.372815
1213,USA,1,0.0,,1,70116.0,39.486663,-86.468723
1214,USA,8,0.0,,8,167009.0,39.762399,-86.510613
1215,USA,2,0.0,,2,110007.0,41.4985245,-86.70959
1216,USA,3,0.0,,3,77781.0,38.299344,-85.89683050000001
1217,USA,1,0.0,,1,44593.0,39.5229175,-85.7912735
1218,USA,4,0.0,,4,375351.0,41.093928999999996,-85.07074399999999
1219,USA,1,0.0,,1,15128.0,40.3113615,-86.052076
1220,USA,0,0.0,,0,16663.0,39.6201645,-85.465533
1221,USA,0,0.0,,0,19489.0,38.541362,-86.495888
1222,USA,0,0.0,,0,10558.0,38.264135499999995,-86.4664205
1223,USA,1,0.0,,1,20845.0,39.319545500000004,-86.842698
1224,USA,0,0.0,,0,16351.0,40.159532,-87.2651005
1225,USA,0,0.0,,0,26794.0,39.292066999999996,-85.4919175
1226,USA,0,0.0,,0,20092.0,41.0412495,-86.20695450000001
1227,USA,0,0.0,,0,39330.0,41.641721999999994,-85.426917
1228,USA,0,0.0,,0,36895.0,38.661185499999995,-87.4215765
1229,USA,1,0.0,,1,146917.0,39.173286,-86.50153900000001
1230,USA,0,0.0,,0,37955.0,40.736143,-86.3733815
1231,USA,0,0.0,,0,24851.0,40.157237,-85.011338
1232,USA,0,0.0,,0,10217.0,38.700171999999995,-86.80327249999999
1233,USA,1,0.0,,1,27943.0,38.5984585,-86.078819
1234,USA,0,0.0,,0,16927.0,39.779033,-87.2218005
1235,USA,0,0.0,,0,79344.0,41.239367,-85.8647395
1236,USA,1,0.0,,1,65936.0,39.859921500000006,-85.0160255
1237,USA,0,0.0,,0,38346.0,40.0398255,-86.893817
1238,USA,2,0.0,,2,76351.0,39.821446,-85.7651025
1239,USA,2,0.0,,2,107386.0,39.4335005,-87.404531
1240,USA,0,0.0,,0,32208.0,38.7499905,-85.4428255
1241,USA,0,0.0,,0,36240.0,40.829189500000005,-85.489254
1242,USA,1,0.0,,1,40350.0,38.1903515,-86.114784
1243,USA,0,0.0,,0,31280.0,40.8488535,-85.7925115
1244,USA,2,1.0,,1,114772.0,40.2282065,-85.3964875
1245,USA,0,0.0,,0,25540.0,38.001,-87.87335350000001
1246,USA,0,0.0,,0,20327.0,37.993821000000004,-87.0179535
1247,USA,0,0.0,,0,5844.0,38.9659135,-84.9850845
1248,USA,0,0.0,,0,20127.0,40.5844765,-86.5738755
1249,USA,0,0.0,,0,8263.0,40.3021425,-87.31179300000001
1250,USA,4,0.0,,4,22736.0,39.397252,-85.056989
1251,USA,0,0.0,,0,12469.0,41.0411035,-86.6989025
1252,USA,0,0.0,,0,20764.0,40.439459,-85.0111465
1253,USA,1,0.0,,1,28206.0,40.742376,-85.258652
1254,USA,0,0.0,,0,46248.0,41.325298,-86.2605775
1255,USA,0,0.0,,0,20690.0,39.080525,-87.4431845
1256,USA,0,0.0,,0,15234.0,39.196282000000004,-86.2308335
1257,USA,1,0.0,,1,28523.0,39.1115335,-85.2549985
1258,USA,0,0.0,,0,48271.0,39.931831,-85.3989305
1259,USA,6,0.0,,6,82366.0,40.469592999999996,-86.1189395
1260,USA,0,0.0,,0,34074.0,41.148575,-85.4971775
1261,USA,0,0.0,,0,49568.0,39.123419500000004,-84.97597950000001
1262,USA,0,0.0,,0,11930.0,40.473138,-85.32408000000001
1263,USA,1,1.0,,0,23878.0,38.6948615,-85.729157
1264,USA,5,0.0,,5,82753.0,39.192976,-85.885058
1265,USA,0,0.0,,0,33370.0,41.011453,-87.1030475
1266,USA,0,0.0,,0,7037.0,39.6256065,-84.925108
1267,USA,0,0.0,,0,15479.0,39.877864,-87.443545
1268,USA,0,0.0,,0,8653.0,40.606315,-87.31009350000001
1269,USA,0,0.0,,0,26170.0,39.387551,-87.09035899999999
1270,USA,0,0.0,,0,45668.0,38.8394825,-86.4791915
1271,USA,4,0.0,,4,117360.0,38.436953,-85.704951
1272,USA,1,0.0,,1,35567.0,40.780922,-86.0163265
1273,USA,1,0.0,,1,23047.0,39.6569625,-85.1680795
1274,USA,0,0.0,,0,14011.0,40.9775885,-87.3970095
1275,USA,0,0.0,,0,19102.0,38.0538765,-86.6224235
1276,USA,1,0.0,,1,37779.0,39.668384,-86.8280865
1277,USA,0,0.0,,0,22935.0,41.302205,-86.6983865
1278,USA,0,0.0,,0,32006.0,39.037144500000004,-86.961652
1279,USA,0,0.0,,0,12410.0,38.3904865,-87.26763050000001
1280,USA,0,0.0,,0,62567.0,38.062363,-87.24521800000001
1281,USA,0,0.0,,0,33147.0,38.6973285,-87.0858515
1282,USA,1,0.0,,1,42565.0,38.365024,-86.87606650000001
1283,USA,0,0.0,,0,32250.0,40.304673,-86.4690845
1284,USA,0,0.0,,0,24133.0,40.737271,-86.8406485
1285,USA,0,0.0,,0,10717.0,38.8085935,-84.9938725
1286,USA,0,0.0,,0,34586.0,41.6433265,-85.0007515
1287,USA,0,0.0,,0,33452.0,38.349461,-87.6469825
1288,USA,1,0.0,,1,27611.0,39.0015625,-85.61994399999999
1289,USA,201,6.0,,195,6732219.0,39.7741496,-86.414679
1290,USA,0,0.0,0.0,0,19215.0,37.1177325,-85.2850985
1291,USA,0,0.0,0.0,0,21122.0,36.781963,-86.184202
1292,USA,2,1.0,0.0,1,22663.0,38.006761,-84.98318499999999
1293,USA,0,0.0,0.0,0,7979.0,37.0726885,-88.99923050000001
1294,USA,0,0.0,0.0,0,44176.0,36.9462675,-85.9529975
1295,USA,0,0.0,0.0,0,12383.0,38.149770000000004,-83.7251265
1296,USA,0,0.0,0.0,0,26569.0,36.769183500000004,-83.7083665
1297,USA,0,0.0,0.0,0,131533.0,38.9623755,-84.7476975
1298,USA,2,1.0,0.0,1,20184.0,38.219389,-84.20771500000001
1299,USA,0,0.0,0.0,0,47240.0,38.370449,-82.6946655
1300,USA,0,0.0,0.0,0,30100.0,37.624681,-84.845886
1301,USA,0,0.0,0.0,0,8239.0,38.689085,-84.0699395
1302,USA,1,0.0,0.0,1,12726.0,37.5160525,-83.2641725
1303,USA,0,0.0,0.0,0,20388.0,37.8050585,-86.414578
1304,USA,0,0.0,0.0,0,81069.0,37.962131,-85.6835755
1305,USA,0,0.0,0.0,0,12772.0,37.1974445,-86.670278
1306,USA,0,0.0,0.0,0,12715.0,37.1650795,-87.888199
1307,USA,1,0.0,0.0,1,39135.0,36.6237285,-88.26078199999999
1308,USA,0,0.0,0.0,0,93152.0,38.964178000000004,-84.368998
1309,USA,0,0.0,0.0,0,4771.0,36.8634315,-88.996063
1310,USA,0,0.0,0.0,0,10737.0,38.6711255,-85.133794
1311,USA,0,0.0,0.0,0,27004.0,38.337332,-83.05654200000001
1312,USA,0,0.0,0.0,0,15888.0,37.325398,-84.935648
1313,USA,1,0.0,0.0,1,71671.0,36.898191,-87.4963695
1314,USA,2,0.0,0.0,2,36249.0,37.969646999999995,-84.1563345
1315,USA,0,0.0,0.0,0,20105.0,37.14821,-83.737342
1316,USA,0,0.0,0.0,0,10206.0,36.7514885,-85.135412
1317,USA,0,0.0,0.0,0,8915.0,37.3374,-88.079776
1318,USA,0,0.0,0.0,0,6659.0,36.7783305,-85.4085145
1319,USA,1,0.0,0.0,1,101104.0,37.745518,-87.1128235
1320,USA,0,0.0,0.0,0,12274.0,37.1970405,-86.2591295
1321,USA,0,0.0,0.0,0,7508.0,38.1312075,-83.078094
1322,USA,0,0.0,0.0,0,14198.0,37.697961,-83.91924
1323,USA,12,0.0,0.0,12,323780.0,38.0286565,-84.472608
